Timestamp,relative_humidity,wind_speed,visibility,pressure,snow,solar_radiation,wind_direction,temperature,precipitation,cloud_coverage,hour,day,month,year,weekend,holiday,PM10,O3,CO,NO2,SO2
2019-02-21 11:00:00,40,6.0,1.5,997.9,0.0,616.927,280.0,14.0,0.0,3,11,21,2,2019,0,0,4.055776961143453,4.133244728302376,0.3811724064192834,2.120391549246306,1.8604145346076015
2019-02-21 12:00:00,38,6.0,0.5,997.1,0.0,530.664,190.0,14.0,0.0,51,12,21,2,2019,0,0,3.8351419446140143,4.232946385091901,0.35711484269635224,1.9935022999583627,1.6020909670215122
2019-02-21 13:00:00,39,5.6,5.0,996.8,0.0,235.72400000000002,290.0,15.0,0.0,89,13,21,2,2019,0,0,3.7328963212785706,4.272769665757332,0.36519852262391067,2.8256613628130425,1.5858826521095517
2019-02-21 14:00:00,38,5.6,5.0,996.4,0.0,122.993,360.0,15.0,0.0,95,14,21,2,2019,0,0,3.800644407210827,4.307033672079543,0.27246690432139115,,1.5526558934900305
2019-02-21 15:00:00,41,5.2,5.0,996.0,0.0,74.1908,20.0,14.5,0.0,91,15,21,2,2019,0,0,3.4384931468056092,4.292648873578833,0.3071905443811795,1.4095713125880993,1.6744388586801555
2019-02-21 16:00:00,48,5.6,5.0,,0.0,6.070469999999999,20.0,12.0,0.0,85,16,21,2,2019,0,0,3.5915422464530673,4.2777766387031715,0.2546422119048596,2.1408070622023434,2.031222492131015
2019-02-21 17:00:00,57,5.2,5.0,,0.0,0.0,40.0,8.0,0.0,92,17,21,2,2019,0,0,3.970857768129934,4.196600249150833,0.4123745145780243,2.3304531855126047,1.5124423293324283
2019-02-21 18:00:00,62,5.2,5.0,,0.0,0.0,40.0,7.7,0.0,93,18,21,2,2019,0,0,4.38052423252388,3.7932395038048203,0.5350888744496008,2.9776497484461713,
2019-02-21 19:00:00,67,4.8,5.0,,0.0,0.0,50.0,6.0,0.0,81,19,21,2,2019,0,0,4.781641354684405,3.1214834923152734,0.6071534737847488,3.4117581043664877,1.9245406149789819
2019-02-21 20:00:00,69,4.4,5.0,,0.0,0.0,120.0,5.0,0.0,80,20,21,2,2019,0,0,4.607567289276655,3.6666338178630573,0.4934759924175027,2.9318868715288606,1.6337402332526916
2019-02-21 21:00:00,73,3.6,0.5,997.1,0.0,0.0,310.0,3.2,0.0,66,21,21,2,2019,0,0,4.4808522007209595,3.7348084115065197,0.48636897957922337,2.789937344172133,1.5298750818318754
2019-02-21 22:00:00,76,3.2,1.0,996.8,0.0,0.0,0.0,1.0,0.0,40,22,21,2,2019,0,0,4.569439353892895,3.332204510175204,0.5684905904902032,3.13313926971343,1.8604145346076015
2019-02-21 23:00:00,75,2.8,1.0,996.8,0.0,0.0,100.0,0.4,0.0,24,23,21,2,2019,0,0,4.814539311306265,3.0624558663436994,0.5075402249094613,3.406705547574228,2.1770672474513857
2019-02-22 00:00:00,77,2.8,1.5,996.7,0.0,0.0,140.0,-0.1,0.0,8,0,22,2,2019,0,0,4.070051893104064,3.6130777900788478,0.2546422119048596,,1.7785053541939049
2019-02-22 01:00:00,78,2.8,1.5,996.2,0.0,0.0,0.0,-1.0,0.0,4,1,22,2,2019,0,0,3.816832798285212,3.431403226186684,0.3324642156340331,2.713150519707822,1.4204058679828753
2019-02-22 02:00:00,75,2.8,1.5,995.6,0.0,0.0,130.0,-2.0,0.0,13,2,22,2,2019,0,0,3.9106220306245905,2.9642415631585224,0.35711484269635224,2.891376849207369,1.381080765498954
2019-02-22 03:00:00,74,2.8,1.0,995.3,0.0,0.0,0.0,-1.8,0.0,30,3,22,2,2019,0,0,4.0458543503921796,2.6810215548423537,0.340748785079433,2.9430222214195716,1.198216244423439
2019-02-22 04:00:00,74,2.8,0.5,994.5,0.0,0.0,0.0,-3.0,0.0,46,4,22,2,2019,0,0,3.8776386069929556,3.12851339146854,0.31568626541863626,2.3722883774628567,1.190157827591694
2019-02-22 05:00:00,73,2.8,0.5,994.2,0.0,0.0,0.0,-2.0,0.0,64,5,22,2,2019,0,0,3.9520126712370667,2.723923535240007,0.3324642156340331,2.7504517580035834,0.8572199218837265
2019-02-22 06:00:00,74,2.4,5.0,993.7,0.0,33.2403,0.0,-0.9,0.0,90,6,22,2,2019,0,0,4.394078730774016,1.6486585889075995,0.35711484269635224,3.036192599896992,1.1572584927346354
2019-02-22 07:00:00,73,2.8,5.0,993.3,0.0,77.8281,0.0,1.0,0.0,97,7,22,2,2019,0,0,4.67254843272968,1.401182959519932,0.4500560076103169,3.1569918989177803,1.1145512170533225
